%YEAR	MON	DAY	HOUR	MIN	SEC	LAT	LON	DEP	MW	Stk1	Dip1	Rake1	Stk2	Dip2	Rake2	Ptr	Ppl	Ttr	Tpl	Ntr	Npl
2018	4	17	11	11	14	46.9	-112.52	11	3.74	287	85	-160	195	70	-5	153	17	59	11	299	69
2018	4	19	6	36	34	36.44	-98.79	6	3.47	45	90	-160	315	70	0	272	14	178	14	45	70
2018	4	20	0	1	35	42.11	-83.04	5	3.32	120	75	20	25	71	164	252	3	343	25	155	65
2018	4	20	0	1	35	42.11	-83.04	5	3.32	120	75	20	25	71	164	252	3	343	25	155	65
2018	4	20	19	28	49	36.93	-97.61	11	3.68	240	76	159	335	70	15	288	4	196	24	27	65
2018	4	21	7	7	28	60.87	-138.25	11	3.62	115	65	85	307	25	101	209	20	15	70	117	5
2018	5	1	16	28	54	28.97	-98.01	8	3.95	60	75	35	320	56	162	186	12	285	35	80	52
2018	5	3	20	30	56	19.34	-155.07	10	5	25	60	50	264	48	138	142	7	242	55	48	34
2018	5	4	21	32	44	19.34	-155.03	10	5.64	70	60	125	195	45	45	135	8	31	59	230	30
2018	5	4	22	32	55	19.37	-155.03	11	6.56	79	85	165	170	75	5	125	7	33	14	241	74
2018	5	11	1	39	0	67.44	-146.37	14	3.61	293	85	160	25	70	5	341	11	247	17	101	69
2018	5	11	1	40	6	67.41	-146.43	14	4.11	294	85	165	25	75	5	340	7	248	14	96	74
2018	5	11	4	58	24	57.46	-155.59	74	5.27	339	85	170	70	80	5	25	4	294	11	133	79
2018	5	13	23	28	48	36.07	-97.57	7	3.64	150	90	-10	240	80	-180	105	7	195	7	330	80
2018	5	14	7	25	0	36.07	-97.57	6	3.95	145	90	-5	235	85	-180	100	4	190	4	325	85
2018	5	15	13	40	21	36.07	-97.56	6	3.99	235	90	180	325	90	0	100	0	10	0	0	90
2018	5	15	20	31	53	61.18	-140.47	10	3.94	344	76	-164	250	75	-15	207	21	117	0	26	69
2018	5	16	12	49	55	66.35	-157.52	3	3.82	258	69	-148	155	60	-25	119	38	25	5	288	52
2018	5	19	0	45	39	32.48	-97.17	5	3.39	210	50	-90	30	40	-90	120	85	300	5	210	0
2018	5	29	15	42	46	62.77	-149.07	18	4.04	58	62	101	215	30	70	140	16	352	71	232	10
2018	6	3	23	21	41	62.85	-148.37	74	3.95	232	74	-143	130	55	-20	96	37	357	12	252	50
2018	6	4	11	23	57	36.69	-97.69	3	3.2	242	80	-170	150	80	-10	106	14	16	0	285	76
2018	6	7	2	6	38	19.41	-155.27	3	5.14	232	51	-98	65	40	-80	98	82	328	5	237	6
2018	6	9	13	59	41	36.76	-98.06	8	4.35	215	76	-159	120	70	-15	79	24	347	4	248	65
2018	6	9	14	48	18	19.41	-155.28	3	5.09	240	55	-85	51	35	-97	169	79	326	10	57	4
2018	6	10	0	29	17	61.19	-140.48	9	3.84	245	75	-25	342	66	-164	202	28	295	6	36	61
2018	6	10	10	51	2	19.41	-155.28	3	5.02	25	50	-100	220	41	-78	242	81	122	5	31	8
2018	6	11	14	43	54	19.41	-155.28	3	5.05	19	47	-105	220	45	-75	215	79	119	1	29	11
2018	6	13	13	39	37	19.41	-155.28	3	5.13	242	50	-86	55	40	-95	181	84	329	5	59	3
2018	6	15	20	56	8	36.06	-97.57	5	3.92	235	90	180	325	90	0	100	0	10	0	0	90
2018	6	16	23	5	36	61.23	-147.06	17	3.77	75	65	75	287	29	119	176	19	318	67	81	14
2018	6	20	9	34	8	63.26	-148.15	108	3.94	150	75	25	53	66	164	280	6	13	28	179	61
2018	6	22	3	29	54	36.1	-97.84	4	3.1	150	85	10	59	80	175	284	3	15	11	176	79
2018	6	22	12	31	46	63.09	-151.6	14	3.24	210	65	90	30	25	90	300	20	120	70	210	0
2018	6	24	18	33	0	60.06	-151.45	84	4.12	260	65	45	147	50	147	20	9	121	49	283	40
2018	6	25	22	25	54	68.03	-151.54	14	3.94	165	80	-30	261	61	-168	119	28	216	13	328	59
2018	7	1	8	12	16	41.38	-100.13	3	3.72	93	77	-149	355	60	-15	318	31	221	11	113	57
2018	7	1	8	20	16	63.06	-150.77	126	4.87	193	78	-112	75	25	-30	77	52	300	29	197	21
2018	7	1	8	41	57	41.34	-100.09	8	3.91	261	81	155	355	65	10	310	11	215	24	62	63
2018	7	3	20	15	22	41.42	-100.18	11	3.57	76	72	154	175	65	20	127	5	34	31	224	58
2018	7	5	15	17	37	35.89	-115.77	11	4.12	80	75	20	345	71	164	212	3	303	25	115	65
2018	7	10	1	8	21	62.98	-150.66	112	4.9	27	75	103	165	20	50	106	29	315	58	203	13
2018	7	10	7	18	17	36.29	-97.53	9	3.41	280	90	55	190	35	180	40	35	160	35	280	35
2018	7	13	6	6	5	36.43	-98.77	9	3.15	50	90	-160	320	70	0	277	14	183	14	50	70
2018	7	14	16	12	4	65.78	-147.82	20	3.69	277	85	-160	185	70	-5	143	17	49	11	289	69
2018	7	21	7	11	30	43.01	-100.61	10	3.18	198	85	155	290	65	5	247	14	151	21	8	65
2018	7	24	4	56	10	45.72	-112.11	8	3.32	68	80	129	170	40	15	129	25	15	41	241	38
2018	7	24	22	35	57	35.67	-97.4	8	3.34	280	90	-15	10	75	-180	234	11	326	11	100	75
2018	7	26	5	9	45	41.4	-100.15	14	3.57	267	66	141	15	55	30	323	7	227	44	60	45
2018	8	1	10	11	13	35.03	-97.59	8	3.34	140	85	25	48	65	174	271	14	7	21	151	65
2018	8	6	21	11	48	67.45	-146.95	15	3.62	210	70	25	111	67	158	340	2	71	32	246	58
2018	8	12	14	58	54	69.62	-145.25	14	6.24	15	85	15	284	75	175	148	7	240	14	33	74
2018	8	12	16	2	9	69.6	-144.96	13	4.98	0	80	-20	94	70	-169	315	21	48	7	154	68
2018	8	12	16	44	40	69.6	-144.51	13	4.14	185	90	-5	275	85	-180	140	4	230	4	5	85
2018	8	12	17	30	46	69.67	-144.84	16	3.86	288	74	143	30	55	20	343	12	244	37	88	50
2018	8	12	17	54	25	69.61	-144.76	14	3.92	260	65	75	112	29	119	1	19	143	67	266	14
2018	8	12	18	36	44	69.56	-144.75	13	4.56	195	75	20	100	71	164	327	3	58	25	230	65
2018	8	12	19	38	28	69.61	-144.73	16	3.81	101	76	164	195	75	15	148	0	58	21	239	69
2018	8	12	20	56	45	69.66	-144.27	16	4	190	85	10	99	80	175	324	3	55	11	216	79
2018	8	12	21	15	2	69.55	-144.33	11	5.92	105	85	175	195	85	5	150	0	60	7	240	83
2018	8	12	21	31	4	69.46	-144.25	16	4.97	107	77	149	205	60	15	159	11	62	31	267	57
2018	8	12	23	59	49	69.62	-144.19	8	4.03	220	80	25	125	65	169	351	10	85	25	240	63
2018	8	13	4	43	9	69.52	-144.74	13	3.81	200	90	-20	290	70	-180	153	14	247	14	20	70
2018	8	13	5	0	21	69.6	-144.58	10	3.85	288	80	-165	195	75	-10	152	18	61	4	319	72
2018	8	13	6	37	28	69.63	-144.2	9	3.92	118	71	159	215	70	20	167	1	76	28	258	62
2018	8	13	8	53	12	69.64	-144.29	3	4.06	285	57	-123	155	45	-50	141	62	38	7	304	27
2018	8	13	11	5	15	69.62	-144.73	11	4.14	289	72	-154	190	65	-20	151	31	58	5	321	58
2018	8	13	11	47	27	69.61	-144.19	10	3.86	25	90	-15	115	75	-180	339	11	71	11	205	75
2018	8	13	13	35	45	69.72	-145.5	16	4.14	291	81	155	25	65	10	340	11	245	24	92	63
2018	8	13	16	19	54	69.57	-144.66	15	3.84	278	83	135	15	45	10	335	24	226	36	91	44
2018	8	13	19	36	9	69.49	-144.4	14	4.61	99	76	154	195	65	15	149	8	55	28	253	61
2018	8	13	23	53	11	69.68	-144.14	18	4.14	101	76	164	195	75	15	148	0	58	21	239	69
2018	8	14	16	53	10	69.55	-144.76	9	4.45	98	71	137	205	50	25	156	13	54	43	259	44
2018	8	14	17	45	46	69.62	-144.21	9	3.72	210	80	-30	306	61	-168	164	28	261	13	13	59
2018	8	14	18	20	20	69.59	-144.72	11	3.68	205	90	-20	295	70	-180	158	14	252	14	25	70
2018	8	15	16	56	20	62.13	-149.71	58	4.19	225	75	-75	359	21	-134	155	57	303	28	41	14
2018	8	16	6	32	31	69.69	-144.24	3	4.1	323	50	-94	150	40	-85	204	84	56	5	326	3
2018	8	16	7	22	39	69.64	-144.22	17	4.55	20	75	20	285	71	164	152	3	243	25	55	65
2018	8	17	13	27	8	69.61	-144.21	8	3.86	108	71	159	205	70	20	157	1	66	28	248	62
2018	8	18	4	39	37	69.55	-144.28	13	4.21	119	85	170	210	80	5	165	4	74	11	273	79
2018	8	18	7	6	2	69.57	-144.2	14	4.2	10	75	20	275	71	164	142	3	233	25	45	65
2018	8	19	13	32	23	69.58	-144.82	14	4.25	190	80	15	97	75	170	323	3	54	18	223	72
2018	8	19	19	30	7	69.65	-144.46	18	4.17	133	80	170	225	80	10	179	0	89	14	270	76
2018	8	20	9	33	48	69.66	-145.28	13	4.32	220	80	15	127	75	170	353	3	84	18	253	72
2018	8	22	15	2	30	39.27	-99.01	3	3.65	275	90	-165	185	75	0	141	11	49	11	275	75
2018	8	23	4	30	40	69.52	-144.3	19	4.38	103	74	143	205	55	20	158	12	59	37	263	50
2018	8	23	8	59	28	69.64	-144.28	3	3.62	115	85	175	205	85	5	160	0	70	7	250	83
2018	8	23	16	11	25	69.52	-144.09	16	3.95	15	80	-25	110	65	-169	330	25	64	10	175	63
2018	8	24	6	56	51	36.93	-104.86	8	3.55	145	65	-85	313	25	-101	65	70	231	20	323	5
2018	8	24	10	2	37	39.77	-108.4	12	4.08	76	71	-114	310	30	-40	314	57	184	23	84	23
2018	8	28	11	13	21	69.56	-144.88	13	3.89	10	75	-25	107	66	-164	327	28	60	6	161	61
2018	8	28	15	18	44	65.18	-150.5	16	4.27	10	85	10	279	80	175	144	3	235	11	36	79
2018	8	29	3	4	6	36.45	-98.81	5	3.2	285	85	-35	18	55	-174	236	28	337	20	98	55
2018	8	30	20	37	8	37.34	-97.86	3	3.92	79	60	-93	265	30	-85	341	75	171	15	81	2
2018	8	30	22	49	50	69.46	-144.26	7	3.79	250	75	-25	347	66	-164	207	28	300	6	41	61
2018	9	1	6	41	19	69.54	-144.97	12	4.4	94	76	154	190	65	15	144	8	50	28	248	61
2018	9	1	12	19	56	32.21	-115.03	20	3.89	318	80	-165	225	75	-10	182	18	91	4	349	72
2018	9	3	7	8	6	69.67	-144.25	14	3.77	210	85	35	117	55	174	338	20	79	28	217	55
2018	9	4	15	6	46	31.95	-94.44	4	3.45	315	85	45	220	45	173	79	26	188	34	320	45
2018	9	5	4	3	50	69.47	-144.4	8	3.97	110	70	-142	5	55	-25	333	41	235	9	134	48
2018	9	8	14	36	33	36.44	-98.75	8	3.47	219	85	165	310	75	5	265	7	173	14	21	74
2018	9	10	23	37	10	69.59	-144.59	11	3.76	281	85	-165	190	75	-5	147	14	55	7	299	74
2018	9	12	5	34	26	38.77	-112.73	5	3.64	80	60	-50	201	48	-138	43	55	143	7	237	34
2018	9	14	5	2	15	69.06	-147.08	10	4.16	230	70	25	131	67	158	360	2	91	32	266	58
2018	9	14	9	25	32	62.33	-149.6	58	4.05	14	66	-97	210	25	-75	270	68	109	21	16	6
2018	9	16	19	11	54	65.15	-151.34	15	3.7	303	81	-160	210	70	-10	168	21	75	7	327	68
2018	9	17	12	35	8	59.7	-153.25	118	3.92	319	63	127	80	45	40	23	10	278	55	120	33
2018	9	18	12	40	56	69.51	-144.16	9	4.91	25	80	-40	123	51	-167	336	35	80	19	193	49
2018	9	29	12	45	47	36.17	-97.49	3	3.35	39	76	-164	305	75	-15	262	21	172	0	81	69
2018	10	1	0	58	25	69.23	-146.41	9	4.01	295	90	-15	25	75	-180	249	11	341	11	115	75
2018	10	3	3	29	37	64.89	-148.92	19	4.11	138	79	123	245	35	20	203	26	82	46	311	33
2018	10	4	12	44	55	65.26	-165.84	12	3.55	74	78	-144	335	55	-15	300	34	200	15	90	52
2018	10	4	13	12	57	69.62	-144.19	16	3.93	205	85	20	113	70	175	337	10	71	18	218	69
2018	10	7	9	25	54	61.3	-147.42	32	4.04	231	71	-85	35	20	-105	150	64	317	26	49	5
2018	10	9	7	11	21	69.59	-144.87	13	3.93	10	80	-20	104	70	-169	325	21	58	7	164	68
2018	10	14	23	53	14	67.77	-156.41	17	4.83	320	75	-55	70	38	-155	267	48	24	22	130	34
2018	10	15	5	19	12	61.27	-150.54	72	4.57	313	71	159	50	70	20	2	1	271	28	93	62
2018	10	15	21	54	37	69.08	-146.08	11	4.08	205	80	25	110	65	169	336	10	70	25	225	63
2018	10	16	11	22	12	61.53	-146.4	42	4.29	240	60	-75	32	33	-114	184	71	319	14	52	13
2018	10	16	16	45	17	69.59	-145.01	10	3.98	355	75	25	258	66	164	125	6	218	28	24	61
2018	10	18	0	17	11	69.04	-146.35	13	4.11	92	77	149	190	60	15	144	11	47	31	252	57
2018	10	18	4	12	29	69.02	-146.38	8	4.04	200	80	20	106	70	169	332	7	65	21	226	68
2018	10	20	11	53	37	69.46	-144.1	9	3.87	136	67	-153	35	65	-25	356	35	265	2	173	55
2018	10	20	13	4	30	35.36	-101.79	25	3.69	285	70	-35	28	57	-156	243	39	339	8	79	50
2018	10	24	6	42	13	61.01	-166.87	17	4.54	242	71	-159	145	70	-20	104	28	13	1	282	62
2018	10	24	7	12	47	60.94	-167.24	15	3.68	295	85	30	202	60	174	65	17	163	24	304	60
2018	10	26	15	54	25	65.51	-166.81	14	3.67	75	60	-125	310	45	-45	294	59	190	8	95	30
2018	10	27	16	57	27	65.22	-151.66	15	4.9	355	90	35	265	55	180	124	24	226	24	355	55
2018	10	28	3	46	39	59.63	-152.01	74	4.4	40	85	40	306	50	173	166	23	271	31	46	50
2018	10	30	8	15	17	38.05	-112.81	10	3.6	40	55	-65	181	42	-121	5	69	112	7	205	20
2018	11	10	14	15	50	68.08	-166.53	10	4.03	355	65	45	242	50	147	115	9	216	49	18	40
2018	11	13	15	26	42	64.79	-150.96	15	3.94	215	75	-20	310	71	-164	172	25	263	3	360	65
2018	11	14	6	25	2	64.78	-150.87	12	3.7	35	80	15	302	75	170	168	3	259	18	68	72
2018	11	15	9	33	12	42.66	-111.46	11	3.82	313	77	-149	215	60	-15	178	31	81	11	333	57
2018	11	16	1	5	31	65.62	-167.03	15	4.53	255	70	-142	150	55	-25	118	41	20	9	279	48
2018	11	16	1	26	50	65.49	-167.08	17	4.05	69	64	-134	315	50	-35	289	50	189	8	92	39
2018	11	16	3	31	18	69.7	-144.39	8	3.96	15	90	-20	105	70	-180	328	14	62	14	195	70
2018	11	19	11	9	13	47.7	-123.54	40	3.98	342	50	-113	195	45	-65	186	72	88	3	357	17
2018	11	20	22	39	5	45.97	-115.8	12	4.08	107	85	-160	15	70	-5	333	17	239	11	119	69
2018	11	21	11	59	26	65.58	-166.73	15	3.84	73	57	-130	310	50	-45	286	57	190	4	97	33
2018	11	21	18	21	43	59.97	-153.31	144	5.5	60	65	30	316	63	152	188	1	279	38	96	52
2018	11	30	1	27	6	56.17	-120.52	4	4.26	149	63	127	270	45	40	213	10	108	55	310	33
2018	11	30	19	26	28	61.36	-149.93	50	4.74	200	55	-65	341	42	-121	165	69	272	7	5	20
2018	11	30	20	26	55	61.39	-150.06	46	4.91	195	60	-75	347	33	-114	139	71	274	14	7	13
2018	11	30	23	7	46	61.47	-150.03	47	4.07	185	65	-75	333	29	-119	122	67	264	19	359	14
2018	12	1	5	25	40	61.46	-149.89	46	4.01	175	75	-80	321	18	-123	99	59	257	29	352	10
2018	12	1	5	31	54	61.4	-150	49	4.43	175	55	-70	323	40	-116	136	72	251	8	343	16
2018	12	1	7	7	38	61.51	-149.94	50	4.84	210	80	-55	314	36	-163	154	44	273	27	23	34
2018	12	1	7	57	22	61.36	-149.99	48	4.99	195	55	-65	336	42	-121	160	69	267	7	0	20
2018	12	1	11	55	8	61.36	-150	46	4.16	190	60	-70	334	36	-121	141	68	266	13	360	17
2018	12	1	12	44	53	61.47	-149.9	48	4.45	185	55	-80	348	36	-104	129	77	268	9	359	8
2018	12	1	16	4	59	61.55	-149.85	58	4.07	180	60	-65	317	38	-126	136	65	252	12	347	21
2018	12	3	12	18	58	61.42	-149.98	50	3.96	175	50	-85	347	40	-96	120	84	261	5	352	4
2018	12	4	16	2	28	61.37	-150.07	47	4.49	185	60	-60	316	41	-131	144	62	254	10	349	26
2018	12	7	15	22	57	69.58	-144.92	10	4.2	271	85	-170	180	80	-5	136	11	45	4	297	79
2018	12	9	19	0	32	61.44	-149.89	48	4.63	165	60	-85	335	30	-99	88	74	251	15	342	4
2018	12	12	9	14	43	35.61	-84.74	4	4.35	175	90	-160	85	70	0	42	14	308	14	175	70
2018	12	14	15	36	57	61.44	-151.62	90	4.19	215	85	-35	308	55	-174	166	28	267	20	28	55
2018	12	18	2	31	43	69.67	-144.74	14	4.32	5	85	20	273	70	175	137	10	231	18	18	69
2018	12	22	10	58	3	31.14	-103.25	5	3.42	313	61	-98	150	30	-75	202	73	49	16	317	7
2018	12	26	0	25	48	36.71	-104.98	5	3.51	175	55	-50	299	51	-133	144	58	238	2	329	32
2018	12	27	14	21	13	61.29	-150.1	47	4.71	185	75	-65	304	29	-148	125	53	256	26	358	24
2018	12	30	7	14	10	69.58	-144.97	11	4.48	97	81	160	190	70	10	145	7	52	21	253	68
2019	1	1	3	3	30	61.3	-149.95	48	4.88	175	53	-106	20	40	-70	33	76	276	7	184	13
2019	1	2	6	48	43	58.35	-153.2	54	4.92	85	75	30	347	61	163	213	9	309	32	109	57
2019	1	2	15	16	3	61.29	-149.95	39	4.09	185	70	-65	311	32	-139	129	58	256	21	356	23
2019	1	6	3	45	34	65.39	-153.35	13	4.76	25	75	25	288	66	164	155	6	248	28	54	61
2019	1	8	22	26	33	33.2	-90.93	18	3.78	37	80	-170	305	80	-10	261	14	171	0	80	76
2019	1	9	6	51	40	69.2	-144.59	10	4.35	267	80	-170	175	80	-10	131	14	41	0	310	76
2019	1	9	16	11	30	60.21	-150.97	70	4.48	65	75	-20	160	71	-164	22	25	113	3	210	65
2019	1	10	0	4	31	61.41	-149.92	47	4.02	165	55	-70	313	40	-116	126	72	241	8	333	16
2019	1	10	13	48	59	45.42	-66.25	2	3.41	171	47	105	330	45	75	251	1	155	79	341	11
2019	1	10	19	36	37	69.14	-144.63	15	3.97	185	80	15	92	75	170	318	3	49	18	218	72
2019	1	11	2	33	38	61.51	-149.92	58	4.53	150	70	-70	283	28	-133	89	60	225	22	323	19
2019	1	12	17	14	5	69.21	-144.56	17	4.08	275	90	-165	185	75	0	141	11	49	11	275	75
2019	1	13	16	45	55	61.29	-150.11	46	4.88	200	65	-60	326	38	-137	153	59	269	15	6	27
2019	1	14	0	41	19	69.62	-145	8	4.54	5	90	-30	95	60	-180	316	21	54	21	185	60
2019	1	14	14	23	14	69.78	-145.05	13	4	195	80	35	98	56	168	322	16	62	31	209	54
2019	1	15	13	28	2	36.24	-97.56	5	3.78	29	85	170	120	80	5	75	4	344	11	183	79
2019	1	15	16	44	45	69.51	-144.17	11	3.91	20	80	15	287	75	170	153	3	244	18	53	72
2019	1	16	3	34	30	37.05	-97.37	3	4.01	140	85	-20	232	70	-175	94	18	188	10	307	69
2019	1	16	22	0	1	37.49	-113.86	8	3.64	353	85	155	85	65	5	42	14	306	21	163	65
2019	1	22	4	43	19	58.32	-155.36	130	5.05	343	71	137	90	50	25	41	13	299	43	144	44
2019	1	23	21	34	23	63.32	-150.49	136	4.15	204	83	-103	85	15	-30	100	51	306	36	206	13
2019	1	24	0	16	12	61.3	-150.1	48	3.95	194	78	-99	50	15	-55	93	56	291	32	196	9
2019	1	25	18	32	40	37.06	-97.36	3	3.28	231	85	-165	140	75	-5	97	14	5	7	249	74
2019	1	25	20	31	58	38.38	-115.83	8	3.35	105	80	-25	200	65	-169	60	25	154	10	265	63
2019	2	3	17	11	18	46.83	-112.68	14	3.61	82	81	160	175	70	10	130	7	37	21	238	68
2019	2	6	20	4	45	61.41	-150.01	53	4.2	210	80	-80	345	14	-135	132	54	291	34	28	10
2019	2	6	20	27	59	61.38	-150.03	39	3.63	230	75	-55	340	38	-155	177	48	294	22	40	34
2019	2	10	13	35	48	66.31	-157.25	9	4.61	350	85	15	259	75	175	123	7	215	14	8	74
2019	2	12	19	6	19	65.56	-166.77	11	3.53	90	74	-127	340	40	-25	321	47	207	20	101	36
2019	2	15	12	9	51	40.47	-111.95	9	3.73	173	56	-97	5	35	-80	58	78	268	10	177	6
2019	2	16	22	35	8	69.53	-144.13	9	3.86	215	80	-15	308	75	-170	171	18	262	3	2	72
2019	2	18	17	2	45	61.41	-149.95	49	4.38	205	70	-92	30	20	-85	112	65	296	25	205	2
2019	2	20	7	5	35	38.74	-112.49	12	3.92	156	58	-138	40	55	-40	10	51	277	2	186	39
2019	2	22	6	44	20	45.92	-111.34	15	3.76	210	80	-30	306	61	-168	164	28	261	13	13	59
2019	2	22	9	52	56	65.49	-166.78	15	3.79	95	71	-120	335	35	-35	328	54	207	20	106	28
2019	2	23	4	18	23	65.38	-153.3	12	3.4	175	75	-55	285	38	-155	122	48	239	22	345	34
2019	2	23	12	54	2	66.29	-156.98	10	3.39	170	85	-30	263	60	-174	122	24	220	17	341	60
2019	2	26	4	9	41	66.27	-157.25	8	3.97	350	85	15	259	75	175	123	7	215	14	8	74
2019	2	26	23	50	25	36.89	-97.92	5	3.7	105	80	-15	198	75	-170	61	18	152	3	252	72
2019	2	27	13	1	6	36.87	-97.92	6	3.17	100	90	-10	190	80	-180	55	7	145	7	280	80
2019	2	28	2	13	48	36.28	-97.46	4	3.21	315	85	10	224	80	175	89	3	180	11	341	79
2019	2	28	15	33	54	37.64	-105.5	8	3.27	20	55	-50	144	51	-133	349	58	83	2	174	32
2019	3	4	12	55	17	52.22	-114.07	5	3.81	200	90	-160	110	70	0	67	14	333	14	200	70
2019	3	4	17	22	51	38.28	-108.91	5	4.45	160	70	25	61	67	158	290	2	21	32	196	58
2019	3	6	21	33	14	66.31	-157.19	11	5.17	355	85	10	264	80	175	129	3	220	11	21	79
2019	3	9	11	11	0	55.27	-134.92	21	4.53	300	60	55	174	45	135	54	9	159	59	319	30
2019	3	9	22	26	10	63.28	-144.97	11	3.66	150	55	120	285	45	55	219	5	118	65	311	24
2019	3	10	4	7	49	69.62	-145.53	8	4.03	297	85	-160	205	70	-5	163	17	69	11	309	69
2019	3	10	10	0	36	52.62	-115.14	15	3.89	151	55	93	325	35	85	239	10	75	80	329	3
2019	3	10	22	40	11	59.83	-141.66	14	4.44	85	50	-75	242	42	-107	56	78	164	4	255	11
2019	3	12	15	52	51	66.31	-157.27	8	4.23	355	90	-10	85	80	-180	310	7	40	7	175	80
2019	3	13	2	42	26	69.53	-144.5	12	4.05	180	80	15	87	75	170	313	3	44	18	213	72
2019	3	16	10	56	22	66.33	-157.37	6	3.88	170	85	10	79	80	175	304	3	35	11	196	79
2019	3	17	13	13	18	69.55	-144.16	8	3.55	200	75	35	100	56	162	326	12	65	35	220	52
2019	3	18	7	46	42	62.05	-154.16	13	3.57	240	70	142	345	55	25	295	9	197	41	36	48
2019	3	21	16	33	3	66.69	-130.44	12	4	245	80	88	75	10	100	336	35	153	55	245	2
2019	3	23	15	14	44	61.44	-149.95	49	4.14	230	55	-50	354	51	-133	199	58	293	2	24	32
2019	3	26	21	27	19	66.31	-156.94	12	4.97	350	85	20	258	70	175	122	10	216	18	3	69
2019	3	27	5	6	35	66.31	-156.92	9	3.6	150	70	-25	249	67	-158	109	32	200	2	294	58
2019	3	27	7	38	40	66.3	-157.3	11	4.12	170	85	-30	263	60	-174	122	24	220	17	341	60
2019	3	27	10	56	7	66.33	-157.01	10	3.46	165	80	-25	260	65	-169	120	25	214	10	325	63
2019	3	27	11	43	16	69.66	-144.46	13	3.73	94	78	-144	355	55	-15	320	34	220	15	110	52
2019	3	27	13	6	52	66.31	-156.92	10	3.55	150	70	-25	249	67	-158	109	32	200	2	294	58
2019	3	27	18	22	54	66.38	-157.6	12	3.57	245	76	159	340	70	15	293	4	201	24	32	65
2019	3	28	8	40	3	66.26	-157.2	11	4.11	170	85	15	79	75	175	303	7	35	14	188	74
2019	3	28	17	52	20	66.34	-157.58	11	3.7	250	73	148	350	60	20	302	8	206	34	44	54
2019	3	31	14	41	36	62.21	-151.22	82	4.25	341	84	104	95	15	25	59	37	266	49	159	14
2019	4	1	14	43	27	39.03	-118.9	8	3.66	55	80	20	321	70	169	187	7	280	21	81	68
2019	4	6	1	2	58	63.29	-151.23	12	3.92	5	50	60	227	48	121	116	1	208	67	25	23
2019	4	8	15	24	14	65.4	-153.35	14	4.38	30	80	25	295	65	169	161	10	255	25	50	63
2019	4	9	0	44	49	66.28	-157.03	10	3.51	150	70	-55	266	40	-148	101	52	215	18	317	33
2019	4	9	18	8	45	44.68	-112.53	13	4.37	303	57	-130	180	50	-45	156	57	60	4	327	33
2019	4	11	10	42	46	64.71	-149.26	15	4.23	299	81	-155	205	65	-10	165	24	70	11	318	63
2019	4	11	20	11	0	31.08	-87.22	7	3.11	305	60	-45	62	52	-141	269	52	5	5	98	38
2019	4	14	3	59	54	38.77	-112.77	3	3.96	215	90	60	125	30	180	332	38	98	38	215	30
2019	4	15	14	25	27	60.65	-141.52	26	3.96	269	77	-98	120	15	-60	169	57	5	32	271	7
2019	4	16	5	7	46	66.31	-157.24	10	4.65	165	80	-30	261	61	-168	119	28	216	13	328	59
2019	4	16	8	15	35	66.28	-157.35	10	3.73	155	70	-45	264	48	-153	110	45	214	13	316	42
2019	4	16	18	36	35	66.34	-157.54	9	3.37	315	55	-55	84	48	-129	284	62	21	4	113	28
2019	4	23	13	39	52	66.3	-156.94	9	3.66	355	85	20	263	70	175	127	10	221	18	8	69
2019	4	23	15	32	44	66.35	-157.59	8	4.3	259	85	165	350	75	5	305	7	213	14	61	74
2019	4	24	2	40	2	66.3	-156.59	12	3.51	340	85	45	245	45	173	104	26	213	34	345	45
2019	4	24	10	56	54	36.14	-89.44	13	3.69	172	77	106	300	20	40	249	31	101	55	348	15
2019	4	27	4	44	21	67.26	-154.07	13	3.29	20	90	30	290	60	180	151	21	249	21	20	60
2019	4	27	17	1	4	32.66	-109.11	9	3.41	191	66	-129	75	45	-35	55	52	309	12	210	35
2019	4	28	0	58	50	61.4	-149.94	54	4.09	34	65	-95	225	25	-80	295	69	127	20	36	4
2019	4	28	17	3	16	39.8	-117.49	12	3.88	250	50	-70	40	44	-112	225	74	326	3	57	15
2019	4	28	17	10	40	39.8	-117.46	10	3.45	55	55	-95	244	35	-83	306	79	149	10	58	4
2019	4	28	21	56	49	39.79	-117.48	12	3.87	51	46	-100	245	45	-80	241	83	148	0	58	7
2019	4	30	4	51	25	36.69	-97.69	3	3.07	244	81	-155	150	65	-10	110	24	15	11	263	63
2019	4	30	6	2	56	39.71	-117.44	14	3.31	95	60	-45	212	52	-141	59	52	155	5	248	38
2019	5	1	19	30	20	38	-118.41	11	3.78	171	82	-140	75	50	-10	41	33	297	21	180	49
2019	5	1	19	36	46	67.35	-156.35	12	3.98	303	61	-132	185	50	-40	160	53	62	6	328	36
2019	5	3	11	52	25	66.24	-157.19	10	4.11	345	90	-20	75	70	-180	298	14	32	14	165	70
2019	5	7	4	58	38	39.79	-117.49	12	3.51	255	50	-65	39	46	-117	232	71	328	2	58	19
2019	5	7	21	46	35	61.39	-149.92	53	3.89	200	80	-20	294	70	-169	155	21	248	7	354	68
2019	5	9	5	29	58	66.3	-157.24	10	4.27	155	75	-45	260	47	-159	107	42	213	17	320	43
2019	5	10	23	52	45	60.28	-150.93	60	4.42	163	81	-160	70	70	-10	28	21	295	7	187	68
2019	5	13	21	22	53	66.15	-141.89	11	3.68	40	85	10	309	80	175	174	3	265	11	66	79
